State,Year,Month,Value,Anomaly
AZ,2021,5,62.4,1.0
AZ,2021,6,62.7,1.3
AZ,2021,7,62.6,1.2
AZ,2021,8,62.2,0.8
AZ,2021,9,62.1,0.7
AZ,2021,10,61.6,0.2
AZ,2021,11,61.8,0.4
AZ,2021,12,62.1,0.7
AZ,2022,1,62.2,0.8
AZ,2022,2,62.0,0.6
AZ,2022,3,62.2,0.8
AZ,2022,4,62.1,0.7
AZ,2022,5,62.2,0.8
AZ,2022,6,62.0,0.6
AZ,2022,7,62.1,0.7
AZ,2022,8,62.0,0.6
AZ,2022,9,62.1,0.7
AZ,2022,10,62.3,0.9
AZ,2022,11,61.5,0.1
AZ,2022,12,61.2,-0.2
AZ,2023,1,61.0,-0.4
AZ,2023,2,60.8,-0.6
AZ,2023,3,60.4,-1.0
AZ,2023,4,60.2,-1.2
AZ,2023,5,60.1,-1.3
AZ,2023,6,59.5,-1.9
AZ,2023,7,59.8,-1.6
AZ,2023,8,60.0,-1.4
AZ,2023,9,59.8,-1.6
AZ,2023,10,60.0,-1.4
AZ,2023,11,60.5,-0.9
AZ,2023,12,60.7,-0.7
CA,2000,1,58.0,-1.2
CA,2000,2,58.2,-1.1
CA,2000,3,58.4,-0.9
CA,2000,4,59.0,-0.3
CA,2000,5,59.3,0.0
CA,2000,6,59.6,0.3
CA,2000,7,59.7,0.4
CA,2000,8,59.9,0.5
CA,2000,9,59.7,0.4
CA,2000,10,59.3,-0.1
CA,2000,11,58.7,-0.6
CA,2000,12,58.8,-0.6
CA,2001,1,58.5,-0.7
CA,2001,2,58.2,-1.1
CA,2001,3,58.4,-0.9
CA,2001,4,57.9,-1.4
CA,2001,5,58.3,-1.0
CA,2001,6,58.2,-1.1
CA,2001,7,58.3,-1.0
CA,2001,8,58.4,-1.0
CA,2001,9,58.5,-0.8
CA,2001,10,59.0,-0.4
CA,2001,11,59.4,0.1
CA,2001,12,59.1,-0.3
CA,2002,1,59.1,-0.1
CA,2002,2,59.6,0.3
CA,2002,3,59.2,-0.1
CA,2002,4,59.6,0.3
CA,2002,5,59.0,-0.3
CA,2002,6,58.9,-0.4
CA,2002,7,59.2,-0.1
CA,2002,8,59.1,-0.3
CA,2002,9,59.0,-0.3
CA,2002,10,58.7,-0.7
CA,2002,11,58.8,-0.5
CA,2002,12,58.9,-0.5
CA,2003,1,59.5,0.3
CA,2003,2,59.3,0.0
CA,2003,3,59.5,0.2
CA,2003,4,59.0,-0.3
CA,2003,5,59.1,-0.2
CA,2003,6,59.1,-0.2
CA,2003,7,59.2,-0.1
CA,2003,8,59.2,-0.2
CA,2003,9,59.4,0.1
CA,2003,10,59.9,0.5
CA,2003,11,59.4,0.1
CA,2003,12,59.4,0.0
CA,2004,1,58.9,-0.3
CA,2004,2,58.8,-0.5
CA,2004,3,59.2,-0.1
CA,2004,4,59.8,0.5
CA,2004,5,59.9,0.6
CA,2004,6,59.9,0.6
CA,2004,7,59.6,0.3
CA,2004,8,59.6,0.2
CA,2004,9,59.3,0.0
CA,2004,10,58.7,-0.7
CA,2004,11,58.8,-0.5
CA,2004,12,58.9,-0.5
CA,2005,1,58.9,-0.3
CA,2005,2,59.2,-0.1
CA,2005,3,58.7,-0.6
CA,2005,4,58.3,-1.0
CA,2005,5,58.2,-1.1
CA,2005,6,57.9,-1.4
CA,2005,7,58.1,-1.2
CA,2005,8,58.2,-1.2
CA,2005,9,57.9,-1.4
CA,2005,10,58.1,-1.3
CA,2005,11,58.5,-0.8
CA,2005,12,58.6,-0.8
CA,2006,1,58.6,-0.6
CA,2006,2,58.7,-0.6
CA,2006,3,58.1,-1.2
CA,2006,4,58.1,-1.2
CA,2006,5,58.3,-1.0
CA,2006,6,58.9,-0.4
CA,2006,7,59.0,-0.3
CA,2006,8,58.8,-0.6
CA,2006,9,59.0,-0.3
CA,2006,10,58.9,-0.5
CA,2006,11,58.8,-0.5
CA,2006,12,58.6,-0.8
CA,2007,1,58.4,-0.8
CA,2007,2,58.3,-1.0
CA,2007,3,59.2,-0.1
CA,2007,4,59.4,0.1
CA,2007,5,59.4,0.1
CA,2007,6,59.2,-0.1
CA,2007,7,59.0,-0.3
CA,2007,8,59.2,-0.2
CA,2007,9,59.0,-0.3
CA,2007,10,59.0,-0.4
CA,2007,11,59.2,-0.1
CA,2007,12,58.9,-0.5
CA,2008,1,58.9,-0.3
CA,2008,2,58.8,-0.5
CA,2008,3,58.5,-0.8
CA,2008,4,58.3,-1.0
CA,2008,5,58.1,-1.2
CA,2008,6,58.2,-1.1
CA,2008,7,58.1,-1.2
CA,2008,8,58.2,-1.2
CA,2008,9,58.5,-0.8
CA,2008,10,58.8,-0.6
CA,2008,11,58.9,-0.4
CA,2008,12,58.9,-0.5
CA,2009,1,59.4,0.2
CA,2009,2,59.4,0.1
CA,2009,3,59.3,0.0
CA,2009,4,59.3,0.0
CA,2009,5,59.7,0.4
CA,2009,6,59.4,0.1
CA,2009,7,59.5,0.2
CA,2009,8,59.3,-0.1
CA,2009,9,59.4,0.1
CA,2009,10,59.1,-0.3
CA,2009,11,58.9,-0.4
CA,2009,12,58.8,-0.6
CA,2010,1,58.7,-0.5
CA,2010,2,58.8,-0.5
CA,2010,3,58.8,-0.5
CA,2010,4,58.5,-0.8
CA,2010,5,57.7,-1.6
CA,2010,6,57.8,-1.5
CA,2010,7,57.7,-1.6
CA,2010,8,57.6,-1.8
CA,2010,9,57.4,-1.9
CA,2010,10,57.6,-1.8
CA,2010,11,57.4,-1.9
CA,2010,12,57.7,-1.7
CA,2011,1,57.7,-1.5
CA,2011,2,57.4,-1.9
CA,2011,3,57.4,-1.9
CA,2011,4,57.6,-1.7
CA,2011,5,57.7,-1.6
CA,2011,6,57.5,-1.8
CA,2011,7,57.3,-2.0
CA,2011,8,57.5,-1.9
CA,2011,9,57.6,-1.7
CA,2011,10,57.7,-1.7
CA,2011,11,57.7,-1.6
CA,2011,12,57.4,-2.0
CA,2012,1,57.5,-1.7
CA,2012,2,57.8,-1.5
CA,2012,3,57.8,-1.5
CA,2012,4,58.0,-1.3
CA,2012,5,58.5,-0.8
CA,2012,6,58.7,-0.6
CA,2012,7,58.8,-0.5
CA,2012,8,59.0,-0.4
CA,2012,9,59.1,-0.2
CA,2012,10,59.1,-0.3
CA,2012,11,59.5,0.2
CA,2012,12,59.5,0.1
CA,2013,1,59.1,-0.1
CA,2013,2,59.0,-0.3
CA,2013,3,59.5,0.2
CA,2013,4,59.7,0.4
CA,2013,5,59.7,0.4
CA,2013,6,59.9,0.6
CA,2013,7,60.2,0.9
CA,2013,8,59.9,0.5
CA,2013,9,59.6,0.3
CA,2013,10,59.3,-0.1
CA,2013,11,59.2,-0.1
CA,2013,12,59.3,-0.1
CA,2014,1,60.0,0.8
CA,2014,2,60.4,1.1
CA,2014,3,60.3,1.0
CA,2014,4,60.3,1.0
CA,2014,5,60.4,1.1
CA,2014,6,60.3,1.0
CA,2014,7,60.4,1.1
CA,2014,8,60.4,1.0
CA,2014,9,60.6,1.3
CA,2014,10,61.1,1.7
CA,2014,11,61.2,1.9
CA,2014,12,61.5,2.1
CA,2015,1,61.3,2.1
CA,2015,2,61.6,2.3
CA,2015,3,61.9,2.6
CA,2015,4,61.8,2.5
CA,2015,5,61.5,2.2
CA,2015,6,61.7,2.4
CA,2015,7,61.4,2.1
CA,2015,8,61.6,2.2
CA,2015,9,61.5,2.2
CA,2015,10,61.6,2.2
CA,2015,11,61.1,1.8
CA,2015,12,60.8,1.4
CA,2016,1,60.4,1.2
CA,2016,2,60.3,1.0
CA,2016,3,59.9,0.6
CA,2016,4,60.0,0.7
CA,2016,5,60.2,0.9
CA,2016,6,60.1,0.8
CA,2016,7,60.2,0.9
CA,2016,8,60.2,0.8
CA,2016,9,60.0,0.7
CA,2016,10,59.6,0.2
CA,2016,11,60.0,0.7
CA,2016,12,60.1,0.7
CA,2017,1,59.9,0.7
CA,2017,2,59.6,0.3
CA,2017,3,59.6,0.3
CA,2017,4,59.5,0.2
CA,2017,5,59.6,0.3
CA,2017,6,59.5,0.2
CA,2017,7,59.7,0.4
CA,2017,8,59.8,0.4
CA,2017,9,59.8,0.5
CA,2017,10,60.0,0.6
CA,2017,11,60.0,0.7
CA,2017,12,60.3,0.9
CA,2018,1,60.9,1.7
CA,2018,2,60.8,1.5
CA,2018,3,60.5,1.2
CA,2018,4,60.6,1.3
CA,2018,5,60.6,1.3
CA,2018,6,60.5,1.2
CA,2018,7,60.5,1.2
CA,2018,8,60.4,1.0
CA,2018,9,60.5,1.2
CA,2018,10,60.4,1.0
CA,2018,11,60.4,1.1
CA,2018,12,60.1,0.7
CA,2019,1,59.9,0.7
CA,2019,2,59.4,0.1
CA,2019,3,59.4,0.1
CA,2019,4,59.5,0.2
CA,2019,5,59.1,-0.2
CA,2019,6,59.1,-0.2
CA,2019,7,58.7,-0.6
CA,2019,8,58.8,-0.6
CA,2019,9,58.6,-0.7
CA,2019,10,58.4,-1.0
CA,2019,11,58.4,-0.9
CA,2019,12,58.4,-1.0
CA,2020,1,58.3,-0.9
CA,2020,2,59.1,-0.2
CA,2020,3,59.0,-0.3
CA,2020,4,58.9,-0.4
CA,2020,5,59.4,0.1
CA,2020,6,59.3,0.0
CA,2020,7,59.4,0.1
CA,2020,8,59.6,0.2
CA,2020,9,60.0,0.7
CA,2020,10,60.6,1.2
CA,2020,11,60.4,1.1
CA,2020,12,60.5,1.1
CA,2021,1,60.5,1.3
CA,2021,2,60.4,1.1
CA,2021,3,60.4,1.1
CA,2021,4,60.5,1.2
CA,2021,5,60.5,1.2
CA,2021,6,60.9,1.6
CA,2021,7,61.2,1.9
CA,2021,8,61.0,1.6
CA,2021,9,60.9,1.6
CA,2021,10,60.2,0.8
CA,2021,11,60.5,1.2
CA,2021,12,60.4,1.0
CA,2022,1,60.4,1.2
CA,2022,2,60.4,1.1
CA,2022,3,60.8,1.5
CA,2022,4,60.6,1.3
CA,2022,5,60.4,1.1
CA,2022,6,60.2,0.9
CA,2022,7,60.0,0.7
CA,2022,8,60.1,0.7
CA,2022,9,60.3,1.0
CA,2022,10,60.7,1.3
CA,2022,11,60.1,0.8
CA,2022,12,60.1,0.7
CA,2023,1,59.8,0.6
CA,2023,2,59.4,0.1
CA,2023,3,58.6,-0.7
CA,2023,4,58.6,-0.7
CA,2023,5,58.6,-0.7
CA,2023,6,58.1,-1.2
CA,2023,7,58.3,-1.0
CA,2023,8,58.0,-1.4
CA,2023,9,57.6,-1.7
CA,2023,10,57.4,-2.0
CA,2023,11,57.9,-1.4
CA,2023,12,58.3,-1.1
CO,2000,1,46.6,0.1
CO,2000,2,46.7,0.3
CO,2000,3,46.4,0.0
CO,2000,4,47.0,0.5
CO,2000,5,47.4,0.9
CO,2000,6,47.7,1.2
CO,2000,7,47.8,1.3
CO,2000,8,48.1,1.6
CO,2000,9,48.4,1.9
CO,2000,10,48.4,1.9
CO,2000,11,47.2,0.7
CO,2000,12,47.0,0.5
CO,2001,1,46.6,0.1
CO,2001,2,46.1,-0.3
CO,2001,3,46.1,-0.3
CO,2001,4,46.0,-0.5
CO,2001,5,45.9,-0.6
CO,2001,6,45.9,-0.6
CO,2001,7,46.0,-0.5
CO,2001,8,45.8,-0.7
CO,2001,9,45.9,-0.6
CO,2001,10,45.9,-0.6
CO,2001,11,46.8,0.3
CO,2001,12,46.9,0.4
CO,2002,1,46.9,0.4
CO,2002,2,46.8,0.4
CO,2002,3,46.5,0.1
CO,2002,4,46.6,0.1
CO,2002,5,46.6,0.1
CO,2002,6,46.8,0.3
CO,2002,7,46.9,0.4
CO,2002,8,46.9,0.4
CO,2002,9,46.7,0.2
CO,2002,10,46.3,-0.2
CO,2002,11,46.0,-0.5
CO,2002,12,46.1,-0.4
CO,2003,1,46.6,0.1
CO,2003,2,46.5,0.1
CO,2003,3,46.9,0.5
CO,2003,4,46.8,0.3
CO,2003,5,46.8,0.3
CO,2003,6,46.2,-0.3
CO,2003,7,46.3,-0.2
CO,2003,8,46.5,0.0
CO,2003,9,46.3,-0.2
CO,2003,10,47.0,0.5
CO,2003,11,46.9,0.4
CO,2003,12,47.0,0.5
CO,2004,1,46.6,0.1
CO,2004,2,46.6,0.2
CO,2004,3,47.0,0.6
CO,2004,4,46.9,0.4
CO,2004,5,47.0,0.5
CO,2004,6,47.1,0.6
CO,2004,7,46.5,0.0
CO,2004,8,46.1,-0.4
CO,2004,9,46.2,-0.3
CO,2004,10,45.8,-0.7
CO,2004,11,45.9,-0.6
CO,2004,12,45.8,-0.7
CO,2005,1,46.2,-0.3
CO,2005,2,46.6,0.2
CO,2005,3,46.0,-0.4
CO,2005,4,46.0,-0.5
CO,2005,5,45.8,-0.7
CO,2005,6,45.8,-0.7
CO,2005,7,46.2,-0.3
CO,2005,8,46.3,-0.2
CO,2005,9,46.5,0.0
CO,2005,10,46.7,0.2
CO,2005,11,47.0,0.5
CO,2005,12,46.8,0.3
CO,2006,1,46.7,0.2
CO,2006,2,46.5,0.1
CO,2006,3,46.4,0.0
CO,2006,4,46.8,0.3
CO,2006,5,47.0,0.5
CO,2006,6,47.4,0.9
CO,2006,7,47.3,0.8
CO,2006,8,47.4,0.9
CO,2006,9,46.8,0.3
CO,2006,10,46.5,0.0
CO,2006,11,46.4,-0.1
CO,2006,12,46.5,0.0
CO,2007,1,45.6,-0.9
CO,2007,2,45.6,-0.8
CO,2007,3,46.1,-0.3
CO,2007,4,45.8,-0.7
CO,2007,5,45.6,-0.9
CO,2007,6,45.3,-1.2
CO,2007,7,45.4,-1.1
CO,2007,8,45.6,-0.9
CO,2007,9,46.1,-0.4
CO,2007,10,46.4,-0.1
CO,2007,11,46.5,0.0
CO,2007,12,46.2,-0.3
CO,2008,1,46.3,-0.2
CO,2008,2,46.3,-0.1
CO,2008,3,45.7,-0.7
CO,2008,4,45.5,-1.0
CO,2008,5,45.3,-1.2
CO,2008,6,45.2,-1.3
CO,2008,7,45.2,-1.3
CO,2008,8,44.9,-1.6
CO,2008,9,44.7,-1.8
CO,2008,10,44.7,-1.8
CO,2008,11,44.7,-1.8
CO,2008,12,44.9,-1.6
CO,2009,1,45.6,-0.9
CO,2009,2,45.9,-0.5
CO,2009,3,46.2,-0.2
CO,2009,4,46.3,-0.2
CO,2009,5,46.6,0.1
CO,2009,6,46.4,-0.1
CO,2009,7,46.3,-0.2
CO,2009,8,46.2,-0.3
CO,2009,9,46.2,-0.3
CO,2009,10,45.6,-0.9
CO,2009,11,45.6,-0.9
CO,2009,12,45.2,-1.3
CO,2010,1,45.0,-1.5
CO,2010,2,44.4,-2.0
CO,2010,3,44.2,-2.2
CO,2010,4,44.3,-2.2
CO,2010,5,44.0,-2.5
CO,2010,6,44.3,-2.2
CO,2010,7,44.5,-2.0
CO,2010,8,44.6,-1.9
CO,2010,9,44.9,-1.6
CO,2010,10,45.6,-0.9
CO,2010,11,45.3,-1.2
CO,2010,12,46.2,-0.3
CO,2011,1,46.0,-0.5
CO,2011,2,45.9,-0.5
CO,2011,3,46.2,-0.2
CO,2011,4,46.1,-0.4
CO,2011,5,46.0,-0.5
CO,2011,6,45.9,-0.6
CO,2011,7,46.1,-0.4
CO,2011,8,46.3,-0.2
CO,2011,9,46.1,-0.4
CO,2011,10,45.9,-0.6
CO,2011,11,46.0,-0.5
CO,2011,12,45.4,-1.1
CO,2012,1,45.9,-0.6
CO,2012,2,46.2,-0.2
CO,2012,3,46.5,0.1
CO,2012,4,46.9,0.4
CO,2012,5,47.4,0.9
CO,2012,6,47.9,1.4
CO,2012,7,47.9,1.4
CO,2012,8,47.8,1.3
CO,2012,9,47.9,1.4
CO,2012,10,47.8,1.3
CO,2012,11,48.2,1.7
CO,2012,12,48.3,1.8
CO,2013,1,47.8,1.3
CO,2013,2,47.6,1.2
CO,2013,3,47.1,0.7
CO,2013,4,46.4,-0.1
CO,2013,5,46.1,-0.4
CO,2013,6,46.0,-0.5
CO,2013,7,45.8,-0.7
CO,2013,8,45.7,-0.8
CO,2013,9,45.8,-0.7
CO,2013,10,45.6,-0.9
CO,2013,11,45.3,-1.2
CO,2013,12,45.1,-1.4
CO,2014,1,45.4,-1.1
CO,2014,2,45.5,-0.9
CO,2014,3,45.7,-0.7
CO,2014,4,45.9,-0.6
CO,2014,5,45.9,-0.6
CO,2014,6,45.7,-0.8
CO,2014,7,45.6,-0.9
CO,2014,8,45.4,-1.1
CO,2014,9,45.4,-1.1
CO,2014,10,45.9,-0.6
CO,2014,11,45.7,-0.8
CO,2014,12,46.1,-0.4
CO,2015,1,46.3,-0.2
CO,2015,2,46.7,0.3
CO,2015,3,47.0,0.6
CO,2015,4,47.2,0.7
CO,2015,5,46.9,0.4
CO,2015,6,47.1,0.6
CO,2015,7,47.0,0.5
CO,2015,8,47.2,0.7
CO,2015,9,47.4,0.9
CO,2015,10,47.5,1.0
CO,2015,11,47.6,1.1
CO,2015,12,47.4,0.9
CO,2016,1,47.1,0.6
CO,2016,2,47.2,0.8
CO,2016,3,46.9,0.5
CO,2016,4,46.9,0.4
CO,2016,5,46.9,0.4
CO,2016,6,47.1,0.6
CO,2016,7,47.3,0.8
CO,2016,8,47.1,0.6
CO,2016,9,46.8,0.3
CO,2016,10,46.9,0.4
CO,2016,11,47.3,0.8
CO,2016,12,47.3,0.8
CO,2017,1,47.3,0.8
CO,2017,2,47.5,1.1
CO,2017,3,47.9,1.5
CO,2017,4,47.9,1.4
CO,2017,5,48.0,1.5
CO,2017,6,47.9,1.4
CO,2017,7,47.9,1.4
CO,2017,8,47.9,1.4
CO,2017,9,47.9,1.4
CO,2017,10,47.4,0.9
CO,2017,11,47.5,1.0
CO,2017,12,47.9,1.4
CO,2018,1,48.3,1.8
CO,2018,2,47.7,1.3
CO,2018,3,47.3,0.9
CO,2018,4,47.3,0.8
CO,2018,5,47.8,1.3
CO,2018,6,47.9,1.4
CO,2018,7,48.0,1.5
CO,2018,8,48.1,1.6
CO,2018,9,48.3,1.8
CO,2018,10,48.2,1.7
CO,2018,11,47.5,1.0
CO,2018,12,47.2,0.7
CO,2019,1,46.9,0.4
CO,2019,2,46.6,0.2
CO,2019,3,46.2,-0.2
CO,2019,4,46.3,-0.2
CO,2019,5,45.6,-0.9
CO,2019,6,45.1,-1.4
CO,2019,7,45.0,-1.5
CO,2019,8,45.2,-1.3
CO,2019,9,45.3,-1.2
CO,2019,10,44.9,-1.6
CO,2019,11,45.1,-1.4
CO,2019,12,45.3,-1.2
CO,2020,1,45.4,-1.1
CO,2020,2,45.5,-0.9
CO,2020,3,45.9,-0.5
CO,2020,4,45.8,-0.7
CO,2020,5,46.4,-0.1
CO,2020,6,46.8,0.3
CO,2020,7,46.8,0.3
CO,2020,8,46.9,0.4
CO,2020,9,46.6,0.1
CO,2020,10,47.1,0.6
CO,2020,11,47.4,0.9
CO,2020,12,47.3,0.8
CO,2021,1,47.2,0.7
CO,2021,2,47.1,0.7
CO,2021,3,46.8,0.4
CO,2021,4,46.8,0.3
CO,2021,5,46.6,0.1
CO,2021,6,46.6,0.1
CO,2021,7,46.7,0.2
CO,2021,8,46.5,0.0
CO,2021,9,46.8,0.3
CO,2021,10,46.8,0.3
CO,2021,11,47.0,0.5
CO,2021,12,47.5,1.0
CO,2022,1,47.5,1.0
CO,2022,2,47.5,1.1
CO,2022,3,47.4,1.0
CO,2022,4,47.5,1.0
CO,2022,5,47.6,1.1
CO,2022,6,47.4,0.9
CO,2022,7,47.5,1.0
CO,2022,8,47.5,1.0
CO,2022,9,47.5,1.0
CO,2022,10,47.5,1.0
CO,2022,11,46.8,0.3
CO,2022,12,46.2,-0.3
CO,2023,1,45.9,-0.6
CO,2023,2,45.9,-0.5
CO,2023,3,45.5,-0.9
CO,2023,4,45.3,-1.2
CO,2023,5,45.4,-1.1
CO,2023,6,45.0,-1.5
CO,2023,7,44.9,-1.6
CO,2023,8,44.9,-1.6
CO,2023,9,44.8,-1.7
CO,2023,10,44.8,-1.7
CO,2023,11,45.2,-1.3
CO,2023,12,45.6,-0.9
CT,2000,1,50.6,0.3
CT,2000,2,50.6,0.3
CT,2000,3,51.0,0.6
CT,2000,4,50.8,0.4
CT,2000,5,50.8,0.4
CT,2000,6,50.5,0.1
CT,2000,7,49.9,-0.5
CT,2000,8,49.8,-0.6
CT,2000,9,49.5,-0.9
CT,2000,10,49.6,-0.8
CT,2000,11,49.2,-1.2
CT,2000,12,48.5,-1.9
CT,2001,1,48.6,-1.7
CT,2001,2,48.5,-1.8
CT,2001,3,47.8,-2.6
CT,2001,4,48.0,-2.4
CT,2001,5,48.1,-2.3
CT,2001,6,48.2,-2.2
CT,2001,7,48.3,-2.1
CT,2001,8,48.7,-1.7
CT,2001,9,48.8,-1.6
CT,2001,10,48.9,-1.5
CT,2001,11,49.3,-1.1
CT,2001,12,50.2,-0.2
CT,2002,1,50.9,0.6
CT,2002,2,51.3,1.0
CT,2002,3,51.6,1.2
CT,2002,4,51.8,1.4
CT,2002,5,51.5,1.1
CT,2002,6,51.3,0.9
CT,2002,7,51.7,1.3
CT,2002,8,51.6,1.2
CT,2002,9,51.8,1.4
CT,2002,10,51.5,1.1
CT,2002,11,51.1,0.7
CT,2002,12,50.5,0.1
CT,2003,1,49.5,-0.8
CT,2003,2,48.6,-1.7
CT,2003,3,48.4,-2.0
CT,2003,4,47.9,-2.5
CT,2003,5,47.9,-2.5
CT,2003,6,47.9,-2.5
CT,2003,7,47.8,-2.6
CT,2003,8,47.8,-2.6
CT,2003,9,47.7,-2.7
CT,2003,10,47.6,-2.8
CT,2003,11,47.9,-2.5
CT,2003,12,48.2,-2.2
CT,2004,1,47.9,-2.4
CT,2004,2,48.3,-2.0
CT,2004,3,48.5,-1.9
CT,2004,4,48.8,-1.6
CT,2004,5,49.2,-1.2
CT,2004,6,49.2,-1.2
CT,2004,7,49.1,-1.3
CT,2004,8,48.9,-1.5
CT,2004,9,48.9,-1.5
CT,2004,10,49.1,-1.3
CT,2004,11,48.9,-1.5
CT,2004,12,48.8,-1.6
CT,2005,1,49.2,-1.1
CT,2005,2,49.3,-1.0
CT,2005,3,48.9,-1.5
CT,2005,4,49.0,-1.4
CT,2005,5,48.4,-2.0
CT,2005,6,48.8,-1.6
CT,2005,7,49.0,-1.4
CT,2005,8,49.3,-1.1
CT,2005,9,49.4,-1.0
CT,2005,10,49.6,-0.8
CT,2005,11,49.7,-0.7
CT,2005,12,49.5,-0.9
CT,2006,1,50.3,0.0
CT,2006,2,50.3,0.0
CT,2006,3,50.6,0.2
CT,2006,4,50.6,0.2
CT,2006,5,51.0,0.6
CT,2006,6,50.8,0.4
CT,2006,7,50.9,0.5
CT,2006,8,50.6,0.2
CT,2006,9,50.2,-0.2
CT,2006,10,50.1,-0.3
CT,2006,11,50.4,0.0
CT,2006,12,51.1,0.7
CT,2007,1,50.9,0.6
CT,2007,2,50.4,0.1
CT,2007,3,50.3,-0.1
CT,2007,4,49.9,-0.5
CT,2007,5,50.1,-0.3
CT,2007,6,50.1,-0.3
CT,2007,7,49.8,-0.6
CT,2007,8,49.9,-0.5
CT,2007,9,50.2,-0.2
CT,2007,10,50.7,0.3
CT,2007,11,50.2,-0.2
CT,2007,12,49.5,-0.9
CT,2008,1,49.4,-0.9
CT,2008,2,49.9,-0.4
CT,2008,3,50.1,-0.3
CT,2008,4,50.5,0.1
CT,2008,5,50.1,-0.3
CT,2008,6,50.3,-0.1
CT,2008,7,50.5,0.1
CT,2008,8,50.2,-0.2
CT,2008,9,50.1,-0.3
CT,2008,10,49.5,-0.9
CT,2008,11,49.5,-0.9
CT,2008,12,49.7,-0.7
CT,2009,1,49.0,-1.3
CT,2009,2,49.0,-1.3
CT,2009,3,49.0,-1.4
CT,2009,4,49.0,-1.4
CT,2009,5,49.2,-1.2
CT,2009,6,48.9,-1.5
CT,2009,7,48.5,-1.9
CT,2009,8,48.8,-1.6
CT,2009,9,48.6,-1.8
CT,2009,10,48.6,-1.8
CT,2009,11,49.0,-1.4
CT,2009,12,48.8,-1.6
CT,2010,1,49.3,-1.0
CT,2010,2,49.3,-1.0
CT,2010,3,49.8,-0.6
CT,2010,4,50.1,-0.3
CT,2010,5,50.3,-0.1
CT,2010,6,50.7,0.3
CT,2010,7,51.3,0.9
CT,2010,8,51.2,0.8
CT,2010,9,51.6,1.2
CT,2010,10,51.9,1.5
CT,2010,11,51.5,1.1
CT,2010,12,51.4,1.0
CT,2011,1,51.0,0.7
CT,2011,2,50.8,0.5
CT,2011,3,50.3,-0.1
CT,2011,4,50.1,-0.3
CT,2011,5,50.0,-0.4
CT,2011,6,49.8,-0.6
CT,2011,7,49.7,-0.7
CT,2011,8,49.7,-0.7
CT,2011,9,49.8,-0.6
CT,2011,10,49.8,-0.6
CT,2011,11,50.1,-0.3
CT,2011,12,50.9,0.5
CT,2012,1,51.6,1.3
CT,2012,2,52.2,1.9
CT,2012,3,53.0,2.6
CT,2012,4,53.0,2.6
CT,2012,5,53.2,2.8
CT,2012,6,53.1,2.7
CT,2012,7,53.1,2.7
CT,2012,8,53.2,2.8
CT,2012,9,53.0,2.6
CT,2012,10,53.1,2.7
CT,2012,11,52.6,2.2
CT,2012,12,52.5,2.1
CT,2013,1,52.2,1.9
CT,2013,2,51.7,1.4
CT,2013,3,50.9,0.5
CT,2013,4,50.7,0.3
CT,2013,5,50.4,0.0
CT,2013,6,50.6,0.2
CT,2013,7,50.7,0.3
CT,2013,8,50.4,0.0
CT,2013,9,50.3,-0.1
CT,2013,10,50.2,-0.2
CT,2013,11,50.2,-0.2
CT,2013,12,49.8,-0.6
CT,2014,1,49.4,-0.9
CT,2014,2,49.0,-1.3
CT,2014,3,48.6,-1.8
CT,2014,4,48.5,-1.9
CT,2014,5,48.5,-1.9
CT,2014,6,48.4,-2.0
CT,2014,7,48.1,-2.3
CT,2014,8,48.1,-2.3
CT,2014,9,48.3,-2.1
CT,2014,10,48.3,-2.1
CT,2014,11,48.3,-2.1
CT,2014,12,48.7,-1.7
CT,2015,1,48.7,-1.6
CT,2015,2,47.9,-2.4
CT,2015,3,47.9,-2.5
CT,2015,4,47.9,-2.5
CT,2015,5,48.3,-2.1
CT,2015,6,48.2,-2.2
CT,2015,7,48.2,-2.2
CT,2015,8,48.5,-1.9
CT,2015,9,48.9,-1.5
CT,2015,10,48.6,-1.8
CT,2015,11,49.2,-1.2
CT,2015,12,49.8,-0.6
CT,2016,1,50.4,0.1
CT,2016,2,51.7,1.4
CT,2016,3,52.7,2.3
CT,2016,4,52.7,2.3
CT,2016,5,52.4,2.0
CT,2016,6,52.5,2.1
CT,2016,7,52.7,2.3
CT,2016,8,52.9,2.5
CT,2016,9,52.7,2.3
CT,2016,10,52.9,2.5
CT,2016,11,52.7,2.3
CT,2016,12,51.8,1.4
CT,2017,1,52.0,1.7
CT,2017,2,52.2,1.9
CT,2017,3,51.4,1.0
CT,2017,4,51.8,1.4
CT,2017,5,51.7,1.3
CT,2017,6,51.7,1.3
CT,2017,7,51.5,1.1
CT,2017,8,51.1,0.7
CT,2017,9,51.0,0.6
CT,2017,10,51.5,1.1
CT,2017,11,51.3,0.9
CT,2017,12,50.9,0.5
CT,2018,1,50.3,0.0
CT,2018,2,50.4,0.1
CT,2018,3,50.7,0.3
CT,2018,4,50.0,-0.4
CT,2018,5,50.4,0.0
CT,2018,6,50.4,0.0
CT,2018,7,50.6,0.2
CT,2018,8,51.0,0.6
CT,2018,9,51.0,0.6
CT,2018,10,50.5,0.1
CT,2018,11,50.3,-0.1
CT,2018,12,50.8,0.4
CT,2019,1,50.9,0.6
CT,2019,2,50.4,0.1
CT,2019,3,50.3,-0.1
CT,2019,4,50.8,0.4
CT,2019,5,50.4,0.0
CT,2019,6,50.4,0.0
CT,2019,7,50.5,0.1
CT,2019,8,50.1,-0.3
